div,season,date,team_home,team_away,points_home,points_away,goals_home,goals_away
E0,2010,09apr2011,Chelsea,Wigan,3,0,1,0
E0,2010,09apr2011,Blackburn,Birmingham,1,1,1,1
E0,2010,09apr2011,Wolves,Everton,0,3,0,3
E0,2010,09apr2011,Man United,Fulham,3,0,2,0
E0,2010,09apr2011,Bolton,West Ham,3,0,3,0
E0,2010,09apr2011,Tottenham,Stoke,3,0,3,2
E0,2010,09apr2011,Sunderland,West Brom,0,3,2,3
E0,2010,10apr2011,Blackpool,Arsenal,0,3,1,3
E0,2010,10apr2011,Aston Villa,Newcastle,3,0,1,0
E0,2010,11apr2011,Liverpool,Man City,3,0,3,0
E0,2010,16apr2011,West Brom,Chelsea,0,3,1,3
E0,2010,16apr2011,Birmingham,Sunderland,3,0,2,0
E0,2010,16apr2011,Everton,Blackburn,3,0,2,0
E0,2010,16apr2011,West Ham,Aston Villa,0,3,1,2
E0,2010,16apr2011,Blackpool,Wigan,0,3,1,3
E0,2010,17apr2011,Arsenal,Liverpool,1,1,1,1
E0,2010,19apr2011,Newcastle,Man United,1,1,0,0
E0,2010,20apr2011,Tottenham,Arsenal,1,1,3,3
E0,2010,20apr2011,Chelsea,Birmingham,3,0,3,1
E0,2010,23apr2011,Aston Villa,Stoke,1,1,1,1
E0,2010,23apr2011,Sunderland,Wigan,3,0,4,2
E0,2010,23apr2011,Blackpool,Newcastle,1,1,1,1
E0,2010,23apr2011,Wolves,Fulham,1,1,1,1
E0,2010,23apr2011,Chelsea,West Ham,3,0,3,0
E0,2010,23apr2011,Tottenham,West Brom,1,1,2,2
E0,2010,23apr2011,Liverpool,Birmingham,3,0,5,0
E0,2010,23apr2011,Man United,Everton,3,0,1,0
E0,2010,24apr2011,Bolton,Arsenal,3,0,2,1
E0,2010,25apr2011,Blackburn,Man City,0,3,0,1
E0,2010,26apr2011,Stoke,Wolves,3,0,3,0
E0,2010,27apr2011,Fulham,Bolton,3,0,3,0
E0,2010,30apr2011,Blackpool,Stoke,1,1,0,0
E0,2010,30apr2011,West Brom,Aston Villa,3,0,2,1
E0,2010,30apr2011,Sunderland,Fulham,0,3,0,3
E0,2010,30apr2011,Chelsea,Tottenham,3,0,2,1
E0,2010,30apr2011,Blackburn,Bolton,3,0,1,0
E0,2010,30apr2011,Wigan,Everton,1,1,1,1
E0,2010,01may2011,Liverpool,Newcastle,3,0,3,0
E0,2010,01may2011,Man City,West Ham,3,0,2,1
E0,2010,01may2011,Birmingham,Wolves,1,1,1,1
E0,2010,01may2011,Arsenal,Man United,3,0,1,0
E0,2010,07may2011,Tottenham,Blackpool,1,1,1,1
E0,2010,07may2011,Bolton,Sunderland,0,3,1,2
E0,2010,07may2011,Everton,Man City,3,0,2,1
E0,2010,07may2011,Aston Villa,Wigan,1,1,1,1
E0,2010,07may2011,Newcastle,Birmingham,3,0,2,1
E0,2010,07may2011,West Ham,Blackburn,1,1,1,1
E0,2010,08may2011,Stoke,Arsenal,3,0,3,1
E0,2010,08may2011,Wolves,West Brom,3,0,3,1
E0,2010,08may2011,Man United,Chelsea,3,0,2,1
E0,2010,09may2011,Fulham,Liverpool,0,3,2,5
E0,2010,10may2011,Man City,Tottenham,3,0,1,0
E0,2010,14may2011,West Brom,Everton,3,0,1,0
E0,2010,14may2011,Blackpool,Bolton,3,0,4,3
E0,2010,14may2011,Blackburn,Man United,1,1,1,1
E0,2010,14may2011,Sunderland,Wolves,0,3,1,3
E0,2010,15may2011,Liverpool,Tottenham,0,3,0,2
E0,2010,15may2011,Wigan,West Ham,3,0,3,2
E0,2010,15may2011,Chelsea,Newcastle,1,1,2,2
E0,2010,15may2011,Arsenal,Aston Villa,0,3,1,2
E0,2010,15may2011,Birmingham,Fulham,0,3,0,2
E0,2010,17may2011,Man City,Stoke,3,0,3,0
E0,2010,22may2011,Aston Villa,Liverpool,3,0,1,0
E0,2010,22may2011,Fulham,Arsenal,1,1,2,2
E0,2010,22may2011,Everton,Chelsea,3,0,1,0
E0,2010,22may2011,Man United,Blackpool,3,0,4,2
E0,2010,22may2011,Wolves,Blackburn,0,3,2,3
E0,2010,22may2011,Newcastle,West Brom,1,1,3,3
E0,2010,22may2011,Tottenham,Birmingham,3,0,2,1
E0,2010,22may2011,Bolton,Man City,0,3,0,2
E0,2010,22may2011,West Ham,Sunderland,0,3,0,3
E0,2010,22may2011,Stoke,Wigan,0,3,0,1
E0,2011,13aug2011,Newcastle,Arsenal,1,1,0,0
E0,2011,13aug2011,Blackburn,Wolves,0,3,1,2
E0,2011,13aug2011,QPR,Bolton,0,3,0,4
E0,2011,13aug2011,Liverpool,Sunderland,1,1,1,1
E0,2011,13aug2011,Fulham,Aston Villa,1,1,0,0
E0,2011,13aug2011,Wigan,Norwich,1,1,1,1
E0,2011,14aug2011,West Brom,Man United,0,3,1,2
E0,2011,14aug2011,Stoke,Chelsea,1,1,0,0
E0,2011,15aug2011,Man City,Swansea,3,0,4,0
E0,2011,20aug2011,Chelsea,West Brom,3,0,2,1
E0,2011,20aug2011,Everton,QPR,0,3,0,1
E0,2011,20aug2011,Swansea,Wigan,1,1,0,0
E0,2011,20aug2011,Aston Villa,Blackburn,3,0,3,1
E0,2011,20aug2011,Arsenal,Liverpool,0,3,0,2
E0,2011,20aug2011,Sunderland,Newcastle,0,3,0,1
E0,2011,21aug2011,Bolton,Man City,0,3,2,3
E0,2011,21aug2011,Wolves,Fulham,3,0,2,0
E0,2011,21aug2011,Norwich,Stoke,1,1,1,1
E0,2011,22aug2011,Man United,Tottenham,3,0,3,0
E0,2011,27aug2011,Liverpool,Bolton,3,0,3,1
E0,2011,27aug2011,Blackburn,Everton,0,3,0,1
E0,2011,27aug2011,Swansea,Sunderland,1,1,0,0
E0,2011,27aug2011,Chelsea,Norwich,3,0,3,1
E0,2011,27aug2011,Aston Villa,Wolves,1,1,0,0
E0,2011,27aug2011,Wigan,QPR,3,0,2,0
E0,2011,28aug2011,Man United,Arsenal,3,0,8,2
E0,2011,28aug2011,Tottenham,Man City,0,3,1,5
E0,2011,28aug2011,Newcastle,Fulham,3,0,2,1
E0,2011,28aug2011,West Brom,Stoke,0,3,0,1
E0,2011,10sep2011,Sunderland,Chelsea,0,3,1,2
E0,2011,10sep2011,Man City,Wigan,3,0,3,0
E0,2011,10sep2011,Wolves,Tottenham,0,3,0,2
E0,2011,10sep2011,Stoke,Liverpool,3,0,1,0
E0,2011,10sep2011,Everton,Aston Villa,1,1,2,2
E0,2011,10sep2011,Arsenal,Swansea,3,0,1,0
E0,2011,10sep2011,Bolton,Man United,0,3,0,5
E0,2011,11sep2011,Norwich,West Brom,0,3,0,1
E0,2011,11sep2011,Fulham,Blackburn,1,1,1,1
E0,2011,12sep2011,QPR,Newcastle,1,1,0,0
E0,2011,17sep2011,Wolves,QPR,0,3,0,3
E0,2011,17sep2011,Blackburn,Arsenal,3,0,4,3
E0,2011,17sep2011,Bolton,Norwich,0,3,1,2
E0,2011,17sep2011,Swansea,West Brom,3,0,3,0
E0,2011,17sep2011,Aston Villa,Newcastle,1,1,1,1
E0,2011,17sep2011,Everton,Wigan,3,0,3,1
E0,2011,18sep2011,Fulham,Man City,1,1,2,2
E0,2011,18sep2011,Man United,Chelsea,3,0,3,1
E0,2011,18sep2011,Sunderland,Stoke,3,0,4,0
E0,2011,18sep2011,Tottenham,Liverpool,3,0,4,0
E0,2011,24sep2011,Wigan,Tottenham,0,3,1,2
E0,2011,24sep2011,Man City,Everton,3,0,2,0
E0,2011,24sep2011,Liverpool,Wolves,3,0,2,1
E0,2011,24sep2011,Stoke,Man United,1,1,1,1
E0,2011,24sep2011,Newcastle,Blackburn,3,0,3,1
E0,2011,24sep2011,Arsenal,Bolton,3,0,3,0
E0,2011,24sep2011,West Brom,Fulham,1,1,0,0
E0,2011,24sep2011,Chelsea,Swansea,3,0,4,1
E0,2011,25sep2011,QPR,Aston Villa,1,1,1,1
E0,2011,26sep2011,Norwich,Sunderland,3,0,2,1
E0,2011,01oct2011,Aston Villa,Wigan,3,0,2,0
E0,2011,01oct2011,Sunderland,West Brom,1,1,2,2
E0,2011,01oct2011,Man United,Norwich,3,0,2,0
E0,2011,01oct2011,Blackburn,Man City,0,3,0,4
E0,2011,01oct2011,Wolves,Newcastle,0,3,1,2
E0,2011,01oct2011,Everton,Liverpool,0,3,0,2
E0,2011,02oct2011,Swansea,Stoke,3,0,2,0
E0,2011,02oct2011,Bolton,Chelsea,0,3,1,5
E0,2011,02oct2011,Fulham,QPR,3,0,6,0
E0,2011,02oct2011,Tottenham,Arsenal,3,0,2,1
E0,2011,15oct2011,Stoke,Fulham,3,0,2,0
E0,2011,15oct2011,Man City,Aston Villa,3,0,4,1
E0,2011,15oct2011,Norwich,Swansea,3,0,3,1
E0,2011,15oct2011,Wigan,Bolton,0,3,1,3
E0,2011,15oct2011,Liverpool,Man United,1,1,1,1
E0,2011,15oct2011,QPR,Blackburn,1,1,1,1
E0,2011,15oct2011,Chelsea,Everton,3,0,3,1
E0,2011,16oct2011,Arsenal,Sunderland,3,0,2,1
E0,2011,16oct2011,West Brom,Wolves,3,0,2,0
E0,2011,16oct2011,Newcastle,Tottenham,1,1,2,2
E0,2011,22oct2011,Bolton,Sunderland,0,3,0,2
E0,2011,22oct2011,Wolves,Swansea,1,1,2,2
E0,2011,22oct2011,Liverpool,Norwich,1,1,1,1
E0,2011,22oct2011,Newcastle,Wigan,3,0,1,0
E0,2011,22oct2011,Aston Villa,West Brom,0,3,1,2
E0,2011,23oct2011,Fulham,Everton,0,3,1,3
E0,2011,23oct2011,Man United,Man City,0,3,1,6
E0,2011,23oct2011,QPR,Chelsea,3,0,1,0
E0,2011,23oct2011,Blackburn,Tottenham,0,3,1,2
E0,2011,23oct2011,Arsenal,Stoke,3,0,3,1
E0,2011,29oct2011,Man City,Wolves,3,0,3,1
E0,2011,29oct2011,Chelsea,Arsenal,0,3,3,5
E0,2011,29oct2011,Wigan,Fulham,0,3,0,2
E0,2011,29oct2011,Norwich,Blackburn,1,1,3,3
E0,2011,29oct2011,Everton,Man United,0,3,0,1
E0,2011,29oct2011,West Brom,Liverpool,0,3,0,2
E0,2011,29oct2011,Swansea,Bolton,3,0,3,1
E0,2011,29oct2011,Sunderland,Aston Villa,1,1,2,2
E0,2011,30oct2011,Tottenham,QPR,3,0,3,1
E0,2011,31oct2011,Stoke,Newcastle,0,3,1,3
E0,2011,05nov2011,QPR,Man City,0,3,2,3
E0,2011,05nov2011,Arsenal,West Brom,3,0,3,0
E0,2011,05nov2011,Newcastle,Everton,3,0,2,1
E0,2011,05nov2011,Man United,Sunderland,3,0,1,0
E0,2011,05nov2011,Aston Villa,Norwich,3,0,3,2
E0,2011,05nov2011,Liverpool,Swansea,1,1,0,0
E0,2011,05nov2011,Blackburn,Chelsea,0,3,0,1
E0,2011,06nov2011,Wolves,Wigan,3,0,3,1
E0,2011,06nov2011,Fulham,Tottenham,0,3,1,3
E0,2011,06nov2011,Bolton,Stoke,3,0,5,0
E0,2011,19nov2011,Norwich,Arsenal,0,3,1,2
E0,2011,19nov2011,Wigan,Blackburn,1,1,3,3
E0,2011,19nov2011,Swansea,Man United,0,3,0,1
E0,2011,19nov2011,Man City,Newcastle,3,0,3,1
E0,2011,19nov2011,Stoke,QPR,0,3,2,3
E0,2011,19nov2011,Everton,Wolves,3,0,2,1
E0,2011,19nov2011,Sunderland,Fulham,1,1,0,0
E0,2011,19nov2011,West Brom,Bolton,3,0,2,1
E0,2011,20nov2011,Chelsea,Liverpool,0,3,1,2
E0,2011,21nov2011,Tottenham,Aston Villa,3,0,2,0
E0,2011,26nov2011,Sunderland,Wigan,0,3,1,2
E0,2011,26nov2011,Stoke,Blackburn,3,0,3,1
E0,2011,26nov2011,Arsenal,Fulham,1,1,1,1
E0,2011,26nov2011,West Brom,Tottenham,0,3,1,3
E0,2011,26nov2011,Man United,Newcastle,1,1,1,1
E0,2011,26nov2011,Bolton,Everton,0,3,0,2
E0,2011,26nov2011,Norwich,QPR,3,0,2,1
E0,2011,26nov2011,Chelsea,Wolves,3,0,3,0
E0,2011,27nov2011,Liverpool,Man City,1,1,1,1
E0,2011,27nov2011,Swansea,Aston Villa,1,1,0,0
E0,2011,03dec2011,Aston Villa,Man United,0,3,0,1
E0,2011,03dec2011,Tottenham,Bolton,3,0,3,0
E0,2011,03dec2011,Wigan,Arsenal,0,3,0,4
E0,2011,03dec2011,Blackburn,Swansea,3,0,4,2
E0,2011,03dec2011,QPR,West Brom,1,1,1,1
E0,2011,03dec2011,Newcastle,Chelsea,0,3,0,3
E0,2011,03dec2011,Man City,Norwich,3,0,5,1
E0,2011,04dec2011,Wolves,Sunderland,3,0,2,1
E0,2011,04dec2011,Everton,Stoke,0,3,0,1
E0,2011,05dec2011,Fulham,Liverpool,3,0,1,0
E0,2011,10dec2011,Arsenal,Everton,3,0,1,0
E0,2011,10dec2011,West Brom,Wigan,0,3,1,2
E0,2011,10dec2011,Man United,Wolves,3,0,4,1
E0,2011,10dec2011,Norwich,Newcastle,3,0,4,2
E0,2011,10dec2011,Bolton,Aston Villa,0,3,1,2
E0,2011,10dec2011,Liverpool,QPR,3,0,1,0
E0,2011,10dec2011,Swansea,Fulham,3,0,2,0
E0,2011,11dec2011,Sunderland,Blackburn,3,0,2,1
E0,2011,11dec2011,Stoke,Tottenham,3,0,2,1
E0,2011,12dec2011,Chelsea,Man City,3,0,2,1
E0,2011,17dec2011,Fulham,Bolton,3,0,2,0
E0,2011,17dec2011,Blackburn,West Brom,0,3,1,2
E0,2011,17dec2011,Wigan,Chelsea,1,1,1,1
E0,2011,17dec2011,Wolves,Stoke,0,3,1,2
E0,2011,17dec2011,Everton,Norwich,1,1,1,1
E0,2011,17dec2011,Newcastle,Swansea,1,1,0,0
E0,2011,18dec2011,QPR,Man United,0,3,0,2
E0,2011,18dec2011,Aston Villa,Liverpool,0,3,0,2
E0,2011,18dec2011,Tottenham,Sunderland,3,0,1,0
E0,2011,18dec2011,Man City,Arsenal,3,0,1,0
E0,2011,20dec2011,Wolves,Norwich,1,1,2,2
E0,2011,20dec2011,Blackburn,Bolton,0,3,1,2
E0,2011,21dec2011,Fulham,Man United,0,3,0,5
E0,2011,21dec2011,Aston Villa,Arsenal,0,3,1,2
E0,2011,21dec2011,QPR,Sunderland,0,3,2,3
E0,2011,21dec2011,Everton,Swansea,3,0,1,0
E0,2011,21dec2011,Newcastle,West Brom,0,3,2,3
E0,2011,21dec2011,Wigan,Liverpool,1,1,0,0
E0,2011,21dec2011,Man City,Stoke,3,0,3,0
E0,2011,22dec2011,Tottenham,Chelsea,1,1,1,1
E0,2011,26dec2011,Chelsea,Fulham,1,1,1,1
E0,2011,26dec2011,Man United,Wigan,3,0,5,0
E0,2011,26dec2011,Liverpool,Blackburn,1,1,1,1
E0,2011,26dec2011,Sunderland,Everton,1,1,1,1
E0,2011,26dec2011,Stoke,Aston Villa,1,1,0,0
E0,2011,26dec2011,Bolton,Newcastle,0,3,0,2
E0,2011,26dec2011,West Brom,Man City,1,1,0,0
E0,2011,27dec2011,Swansea,QPR,1,1,1,1
E0,2011,27dec2011,Arsenal,Wolves,1,1,1,1
E0,2011,27dec2011,Norwich,Tottenham,0,3,0,2
E0,2011,30dec2011,Liverpool,Newcastle,3,0,3,1
E0,2011,31dec2011,Stoke,Wigan,1,1,2,2
E0,2011,31dec2011,Norwich,Fulham,1,1,1,1
E0,2011,31dec2011,Bolton,Wolves,1,1,1,1
E0,2011,31dec2011,Chelsea,Aston Villa,0,3,1,3
E0,2011,31dec2011,Arsenal,QPR,3,0,1,0
E0,2011,31dec2011,Swansea,Tottenham,1,1,1,1
E0,2011,31dec2011,Man United,Blackburn,0,3,2,3
E0,2011,01jan2012,West Brom,Everton,0,3,0,1
E0,2011,01jan2012,Sunderland,Man City,3,0,1,0
E0,2011,02jan2012,Wolves,Chelsea,0,3,1,2
E0,2011,02jan2012,QPR,Norwich,0,3,1,2
E0,2011,02jan2012,Blackburn,Stoke,0,3,1,2
E0,2011,02jan2012,Fulham,Arsenal,3,0,2,1
E0,2011,02jan2012,Aston Villa,Swansea,0,3,0,2
E0,2011,03jan2012,Tottenham,West Brom,3,0,1,0
E0,2011,03jan2012,Wigan,Sunderland,0,3,1,4
E0,2011,03jan2012,Man City,Liverpool,3,0,3,0
E0,2011,04jan2012,Newcastle,Man United,3,0,3,0
E0,2011,04jan2012,Everton,Bolton,0,3,1,2
E0,2011,11jan2012,Tottenham,Everton,3,0,2,0
E0,2011,14jan2012,Liverpool,Stoke,1,1,0,0
E0,2011,14jan2012,Aston Villa,Everton,1,1,1,1
E0,2011,14jan2012,Blackburn,Fulham,3,0,3,1
E0,2011,14jan2012,Chelsea,Sunderland,3,0,1,0
E0,2011,14jan2012,Man United,Bolton,3,0,3,0
E0,2011,14jan2012,West Brom,Norwich,0,3,1,2
E0,2011,14jan2012,Tottenham,Wolves,1,1,1,1
E0,2011,15jan2012,Newcastle,QPR,3,0,1,0
E0,2011,15jan2012,Swansea,Arsenal,3,0,3,2
E0,2011,16jan2012,Wigan,Man City,0,3,0,1
E0,2011,21jan2012,Everton,Blackburn,1,1,1,1
E0,2011,21jan2012,Norwich,Chelsea,1,1,0,0
E0,2011,21jan2012,Stoke,West Brom,0,3,1,2
E0,2011,21jan2012,Sunderland,Swansea,3,0,2,0
E0,2011,21jan2012,QPR,Wigan,3,0,3,1
E0,2011,21jan2012,Fulham,Newcastle,3,0,5,2
E0,2011,21jan2012,Bolton,Liverpool,3,0,3,1
E0,2011,21jan2012,Wolves,Aston Villa,0,3,2,3
E0,2011,22jan2012,Arsenal,Man United,0,3,1,2
E0,2011,22jan2012,Man City,Tottenham,3,0,3,2
E0,2011,31jan2012,Swansea,Chelsea,1,1,1,1
E0,2011,31jan2012,Everton,Man City,3,0,1,0
E0,2011,31jan2012,Man United,Stoke,3,0,2,0
E0,2011,31jan2012,Wolves,Liverpool,0,3,0,3
E0,2011,31jan2012,Tottenham,Wigan,3,0,3,1
E0,2011,01feb2012,Sunderland,Norwich,3,0,3,0
E0,2011,01feb2012,Blackburn,Newcastle,0,3,0,2
E0,2011,01feb2012,Fulham,West Brom,1,1,1,1
E0,2011,01feb2012,Bolton,Arsenal,1,1,0,0
E0,2011,01feb2012,Aston Villa,QPR,1,1,2,2
E0,2011,04feb2012,Wigan,Everton,1,1,1,1
E0,2011,04feb2012,Norwich,Bolton,3,0,2,0
E0,2011,04feb2012,Man City,Fulham,3,0,3,0
E0,2011,04feb2012,West Brom,Swansea,0,3,1,2
E0,2011,04feb2012,Stoke,Sunderland,0,3,0,1
E0,2011,04feb2012,QPR,Wolves,0,3,1,2
E0,2011,04feb2012,Arsenal,Blackburn,3,0,7,1
E0,2011,05feb2012,Chelsea,Man United,1,1,3,3
E0,2011,05feb2012,Newcastle,Aston Villa,3,0,2,1
E0,2011,06feb2012,Liverpool,Tottenham,1,1,0,0
E0,2011,11feb2012,Swansea,Norwich,0,3,2,3
E0,2011,11feb2012,Everton,Chelsea,3,0,2,0
E0,2011,11feb2012,Fulham,Stoke,3,0,2,1
E0,2011,11feb2012,Man United,Liverpool,3,0,2,1
E0,2011,11feb2012,Blackburn,QPR,3,0,3,2
E0,2011,11feb2012,Sunderland,Arsenal,0,3,1,2
E0,2011,11feb2012,Bolton,Wigan,0,3,1,2
E0,2011,11feb2012,Tottenham,Newcastle,3,0,5,0
E0,2011,12feb2012,Wolves,West Brom,0,3,1,5
E0,2011,12feb2012,Aston Villa,Man City,0,3,0,1
E0,2011,25feb2012,Wigan,Aston Villa,1,1,0,0
E0,2011,25feb2012,Chelsea,Bolton,3,0,3,0
E0,2011,25feb2012,QPR,Fulham,0,3,0,1
E0,2011,25feb2012,West Brom,Sunderland,3,0,4,0
E0,2011,25feb2012,Newcastle,Wolves,1,1,2,2
E0,2011,25feb2012,Man City,Blackburn,3,0,3,0
E0,2011,26feb2012,Norwich,Man United,0,3,1,2
E0,2011,26feb2012,Arsenal,Tottenham,3,0,5,2
E0,2011,26feb2012,Stoke,Swansea,3,0,2,0
E0,2011,03mar2012,Man City,Bolton,3,0,2,0
E0,2011,03mar2012,Blackburn,Aston Villa,1,1,1,1
E0,2011,03mar2012,QPR,Everton,1,1,1,1
E0,2011,03mar2012,Stoke,Norwich,3,0,1,0
E0,2011,03mar2012,Wigan,Swansea,0,3,0,2
E0,2011,03mar2012,Liverpool,Arsenal,0,3,1,2
E0,2011,03mar2012,West Brom,Chelsea,3,0,1,0
E0,2011,04mar2012,Tottenham,Man United,0,3,1,3
E0,2011,04mar2012,Newcastle,Sunderland,1,1,1,1
E0,2011,04mar2012,Fulham,Wolves,3,0,5,0
E0,2011,10mar2012,Bolton,QPR,3,0,2,1
E0,2011,10mar2012,Everton,Tottenham,3,0,1,0
E0,2011,10mar2012,Chelsea,Stoke,3,0,1,0
E0,2011,10mar2012,Sunderland,Liverpool,3,0,1,0
E0,2011,10mar2012,Aston Villa,Fulham,3,0,1,0
E0,2011,10mar2012,Wolves,Blackburn,0,3,0,2
E0,2011,11mar2012,Man United,West Brom,3,0,2,0
E0,2011,11mar2012,Swansea,Man City,3,0,1,0
E0,2011,11mar2012,Norwich,Wigan,1,1,1,1
E0,2011,12mar2012,Arsenal,Newcastle,3,0,2,1
E0,2011,13mar2012,Liverpool,Everton,3,0,3,0
E0,2011,17mar2012,Wigan,West Brom,1,1,1,1
E0,2011,17mar2012,Fulham,Swansea,0,3,0,3
E0,2011,18mar2012,Newcastle,Norwich,3,0,1,0
E0,2011,18mar2012,Wolves,Man United,0,3,0,5
E0,2011,20mar2012,Blackburn,Sunderland,3,0,2,0
E0,2011,21mar2012,QPR,Liverpool,3,0,3,2
E0,2011,21mar2012,Man City,Chelsea,3,0,2,1
E0,2011,21mar2012,Everton,Arsenal,0,3,0,1
E0,2011,21mar2012,Tottenham,Stoke,1,1,1,1
E0,2011,24mar2012,Norwich,Wolves,3,0,2,1
E0,2011,24mar2012,Sunderland,QPR,3,0,3,1
E0,2011,24mar2012,Swansea,Everton,0,3,0,2
E0,2011,24mar2012,Arsenal,Aston Villa,3,0,3,0
E0,2011,24mar2012,Liverpool,Wigan,0,3,1,2
E0,2011,24mar2012,Bolton,Blackburn,3,0,2,1
E0,2011,24mar2012,Stoke,Man City,1,1,1,1
E0,2011,24mar2012,Chelsea,Tottenham,1,1,0,0
E0,2011,25mar2012,West Brom,Newcastle,0,3,1,3
E0,2011,26mar2012,Man United,Fulham,3,0,1,0
E0,2011,31mar2012,Aston Villa,Chelsea,0,3,2,4
E0,2011,31mar2012,Man City,Sunderland,1,1,3,3
E0,2011,31mar2012,QPR,Arsenal,3,0,2,1
E0,2011,31mar2012,Wigan,Stoke,3,0,2,0
E0,2011,31mar2012,Fulham,Norwich,3,0,2,1
E0,2011,31mar2012,Everton,West Brom,3,0,2,0
E0,2011,31mar2012,Wolves,Bolton,0,3,2,3
E0,2011,01apr2012,Tottenham,Swansea,3,0,3,1
E0,2011,01apr2012,Newcastle,Liverpool,3,0,2,0
E0,2011,02apr2012,Blackburn,Man United,0,3,0,2
E0,2011,06apr2012,Swansea,Newcastle,0,3,0,2
E0,2011,07apr2012,Chelsea,Wigan,3,0,2,1
E0,2011,07apr2012,Sunderland,Tottenham,1,1,0,0
E0,2011,07apr2012,Stoke,Wolves,3,0,2,1
E0,2011,07apr2012,Bolton,Fulham,0,3,0,3
E0,2011,07apr2012,West Brom,Blackburn,3,0,3,0
E0,2011,07apr2012,Liverpool,Aston Villa,1,1,1,1
E0,2011,07apr2012,Norwich,Everton,1,1,2,2
E0,2011,08apr2012,Man United,QPR,3,0,2,0
E0,2011,08apr2012,Arsenal,Man City,3,0,1,0
E0,2011,09apr2012,Fulham,Chelsea,1,1,1,1
E0,2011,09apr2012,Newcastle,Bolton,3,0,2,0
E0,2011,09apr2012,Tottenham,Norwich,0,3,1,2
E0,2011,09apr2012,Everton,Sunderland,3,0,4,0
E0,2011,09apr2012,Aston Villa,Stoke,1,1,1,1
E0,2011,10apr2012,Blackburn,Liverpool,0,3,2,3
E0,2011,11apr2012,QPR,Swansea,3,0,3,0
E0,2011,11apr2012,Wolves,Arsenal,0,3,0,3
E0,2011,11apr2012,Wigan,Man United,3,0,1,0
E0,2011,11apr2012,Man City,West Brom,3,0,4,0
E0,2011,14apr2012,Sunderland,Wolves,1,1,0,0
E0,2011,14apr2012,West Brom,QPR,3,0,1,0
E0,2011,14apr2012,Norwich,Man City,0,3,1,6
E0,2011,14apr2012,Swansea,Blackburn,3,0,3,0
E0,2011,15apr2012,Man United,Aston Villa,3,0,4,0
E0,2011,16apr2012,Arsenal,Wigan,0,3,1,2
E0,2011,21apr2012,Aston Villa,Sunderland,1,1,0,0
E0,2011,21apr2012,QPR,Tottenham,3,0,1,0
E0,2011,21apr2012,Fulham,Wigan,3,0,2,1
E0,2011,21apr2012,Newcastle,Stoke,3,0,3,0
E0,2011,21apr2012,Bolton,Swansea,1,1,1,1
E0,2011,21apr2012,Blackburn,Norwich,3,0,2,0
E0,2011,21apr2012,Arsenal,Chelsea,1,1,0,0
E0,2011,22apr2012,Liverpool,West Brom,0,3,0,1
E0,2011,22apr2012,Man United,Everton,1,1,4,4
E0,2011,22apr2012,Wolves,Man City,0,3,0,2
E0,2011,24apr2012,Aston Villa,Bolton,0,3,1,2
E0,2011,28apr2012,Norwich,Liverpool,0,3,0,3
E0,2011,28apr2012,Sunderland,Bolton,1,1,2,2
E0,2011,28apr2012,West Brom,Aston Villa,1,1,0,0
E0,2011,28apr2012,Swansea,Wolves,1,1,4,4
E0,2011,28apr2012,Wigan,Newcastle,3,0,4,0
E0,2011,28apr2012,Stoke,Arsenal,1,1,1,1
E0,2011,28apr2012,Everton,Fulham,3,0,4,0
E0,2011,29apr2012,Tottenham,Blackburn,3,0,2,0
E0,2011,29apr2012,Chelsea,QPR,3,0,6,1
E0,2011,30apr2012,Man City,Man United,3,0,1,0
E0,2011,01may2012,Liverpool,Fulham,0,3,0,1
E0,2011,01may2012,Stoke,Everton,1,1,1,1
E0,2011,02may2012,Chelsea,Newcastle,0,3,0,2
E0,2011,02may2012,Bolton,Tottenham,0,3,1,4
E0,2011,05may2012,Arsenal,Norwich,1,1,3,3
E0,2011,06may2012,Man United,Swansea,3,0,2,0
E0,2011,06may2012,QPR,Stoke,3,0,1,0
E0,2011,06may2012,Wolves,Everton,1,1,0,0
E0,2011,06may2012,Fulham,Sunderland,3,0,2,1
E0,2011,06may2012,Aston Villa,Tottenham,1,1,1,1
E0,2011,06may2012,Newcastle,Man City,0,3,0,2
E0,2011,06may2012,Bolton,West Brom,1,1,2,2
E0,2011,07may2012,Blackburn,Wigan,0,3,0,1
E0,2011,08may2012,Liverpool,Chelsea,3,0,4,1
E0,2011,13may2012,Sunderland,Man United,0,3,0,1
E0,2011,13may2012,Stoke,Bolton,1,1,2,2
E0,2011,13may2012,Swansea,Liverpool,3,0,1,0
E0,2011,13may2012,Norwich,Aston Villa,3,0,2,0
E0,2011,13may2012,Chelsea,Blackburn,3,0,2,1
E0,2011,13may2012,Man City,QPR,3,0,3,2
E0,2011,13may2012,Everton,Newcastle,3,0,3,1
E0,2011,13may2012,Tottenham,Fulham,3,0,2,0
E0,2011,13may2012,West Brom,Arsenal,0,3,2,3
E0,2011,13may2012,Wigan,Wolves,3,0,3,2
E0,2012,18aug2012,West Ham,Aston Villa,3,0,1,0
E0,2012,18aug2012,Arsenal,Sunderland,1,1,0,0
E0,2012,18aug2012,Reading,Stoke,1,1,1,1
E0,2012,18aug2012,Newcastle,Tottenham,3,0,2,1
E0,2012,18aug2012,Fulham,Norwich,3,0,5,0
E0,2012,18aug2012,West Brom,Liverpool,3,0,3,0
E0,2012,18aug2012,QPR,Swansea,0,3,0,5
