div,season,date,team_home,team_away,points_home,points_away,goals_home,goals_away
E0,2013,18jan2014,Liverpool,Aston Villa,1,1,2,2
E0,2013,18jan2014,West Ham,Newcastle,0,3,1,3
E0,2013,18jan2014,Arsenal,Fulham,3,0,2,0
E0,2013,18jan2014,Crystal Palace,Stoke,3,0,1,0
E0,2013,18jan2014,Sunderland,Southampton,1,1,2,2
E0,2013,18jan2014,Man City,Cardiff,3,0,4,2
E0,2013,19jan2014,Swansea,Tottenham,0,3,1,3
E0,2013,19jan2014,Chelsea,Man United,3,0,3,1
E0,2013,20jan2014,West Brom,Everton,1,1,1,1
E0,2013,28jan2014,Man United,Cardiff,3,0,2,0
E0,2013,28jan2014,Liverpool,Everton,3,0,4,0
E0,2013,28jan2014,Swansea,Fulham,3,0,2,0
E0,2013,28jan2014,Norwich,Newcastle,1,1,0,0
E0,2013,28jan2014,Southampton,Arsenal,1,1,2,2
E0,2013,28jan2014,Crystal Palace,Hull,3,0,1,0
E0,2013,29jan2014,Aston Villa,West Brom,3,0,4,3
E0,2013,29jan2014,Sunderland,Stoke,3,0,1,0
E0,2013,29jan2014,Tottenham,Man City,0,3,1,5
E0,2013,29jan2014,Chelsea,West Ham,1,1,0,0
E0,2013,01feb2014,Newcastle,Sunderland,0,3,0,3
E0,2013,01feb2014,Fulham,Southampton,0,3,0,3
E0,2013,01feb2014,Hull,Tottenham,1,1,1,1
E0,2013,01feb2014,West Ham,Swansea,3,0,2,0
E0,2013,01feb2014,Cardiff,Norwich,3,0,2,1
E0,2013,01feb2014,Stoke,Man United,3,0,2,1
E0,2013,01feb2014,Everton,Aston Villa,3,0,2,1
E0,2013,02feb2014,West Brom,Liverpool,1,1,1,1
E0,2013,02feb2014,Arsenal,Crystal Palace,3,0,2,0
E0,2013,03feb2014,Man City,Chelsea,0,3,0,1
E0,2013,08feb2014,Southampton,Stoke,1,1,2,2
E0,2013,08feb2014,Aston Villa,West Ham,0,3,0,2
E0,2013,08feb2014,Norwich,Man City,1,1,0,0
E0,2013,08feb2014,Crystal Palace,West Brom,3,0,3,1
E0,2013,08feb2014,Sunderland,Hull,0,3,0,2
E0,2013,08feb2014,Swansea,Cardiff,3,0,3,0
E0,2013,08feb2014,Chelsea,Newcastle,3,0,3,0
E0,2013,08feb2014,Liverpool,Arsenal,3,0,5,1
E0,2013,09feb2014,Tottenham,Everton,3,0,1,0
E0,2013,09feb2014,Man United,Fulham,1,1,2,2
E0,2013,11feb2014,West Brom,Chelsea,1,1,1,1
E0,2013,11feb2014,Cardiff,Aston Villa,1,1,0,0
E0,2013,11feb2014,West Ham,Norwich,3,0,2,0
E0,2013,11feb2014,Hull,Southampton,0,3,0,1
E0,2013,12feb2014,Arsenal,Man United,1,1,0,0
E0,2013,12feb2014,Newcastle,Tottenham,0,3,0,4
E0,2013,12feb2014,Fulham,Liverpool,0,3,2,3
E0,2013,12feb2014,Stoke,Swansea,1,1,1,1
E0,2013,22feb2014,Man City,Stoke,3,0,1,0
E0,2013,22feb2014,West Brom,Fulham,1,1,1,1
E0,2013,22feb2014,Chelsea,Everton,3,0,1,0
E0,2013,22feb2014,Crystal Palace,Man United,0,3,0,2
E0,2013,22feb2014,West Ham,Southampton,3,0,3,1
E0,2013,22feb2014,Arsenal,Sunderland,3,0,4,1
E0,2013,22feb2014,Cardiff,Hull,0,3,0,4
E0,2013,23feb2014,Liverpool,Swansea,3,0,4,3
E0,2013,23feb2014,Norwich,Tottenham,3,0,1,0
E0,2013,23feb2014,Newcastle,Aston Villa,3,0,1,0
E0,2013,01mar2014,Stoke,Arsenal,3,0,1,0
E0,2013,01mar2014,Southampton,Liverpool,0,3,0,3
E0,2013,01mar2014,Hull,Newcastle,0,3,1,4
E0,2013,01mar2014,Fulham,Chelsea,0,3,1,3
E0,2013,01mar2014,Everton,West Ham,3,0,1,0
E0,2013,02mar2014,Tottenham,Cardiff,3,0,1,0
E0,2013,02mar2014,Aston Villa,Norwich,3,0,4,1
E0,2013,02mar2014,Swansea,Crystal Palace,1,1,1,1
E0,2013,08mar2014,Chelsea,Tottenham,3,0,4,0
E0,2013,08mar2014,West Brom,Man United,0,3,0,3
E0,2013,08mar2014,Norwich,Stoke,1,1,1,1
E0,2013,08mar2014,Crystal Palace,Southampton,0,3,0,1
E0,2013,08mar2014,Cardiff,Fulham,3,0,3,1
E0,2013,15mar2014,Fulham,Newcastle,3,0,1,0
E0,2013,15mar2014,Southampton,Norwich,3,0,4,2
E0,2013,15mar2014,Swansea,West Brom,0,3,1,2
E0,2013,15mar2014,Stoke,West Ham,3,0,3,1
E0,2013,15mar2014,Everton,Cardiff,3,0,2,1
E0,2013,15mar2014,Aston Villa,Chelsea,3,0,1,0
E0,2013,15mar2014,Hull,Man City,0,3,0,2
E0,2013,15mar2014,Sunderland,Crystal Palace,1,1,0,0
E0,2013,16mar2014,Tottenham,Arsenal,0,3,0,1
E0,2013,16mar2014,Man United,Liverpool,0,3,0,3
E0,2013,22mar2014,Cardiff,Liverpool,0,3,3,6
E0,2013,22mar2014,Norwich,Sunderland,3,0,2,0
E0,2013,22mar2014,Chelsea,Arsenal,3,0,6,0
E0,2013,22mar2014,Newcastle,Crystal Palace,3,0,1,0
E0,2013,22mar2014,Everton,Swansea,3,0,3,2
E0,2013,22mar2014,Hull,West Brom,3,0,2,0
E0,2013,22mar2014,West Ham,Man United,0,3,0,2
E0,2013,22mar2014,Man City,Fulham,3,0,5,0
E0,2013,23mar2014,Tottenham,Southampton,3,0,3,2
E0,2013,23mar2014,Aston Villa,Stoke,0,3,1,4
E0,2013,25mar2014,Arsenal,Swansea,1,1,2,2
E0,2013,25mar2014,Man United,Man City,0,3,0,3
E0,2013,25mar2014,Newcastle,Everton,0,3,0,3
E0,2013,26mar2014,Liverpool,Sunderland,3,0,2,1
E0,2013,26mar2014,West Ham,Hull,3,0,2,1
E0,2013,29mar2014,Swansea,Norwich,3,0,3,0
E0,2013,29mar2014,Southampton,Newcastle,3,0,4,0
E0,2013,29mar2014,Crystal Palace,Chelsea,3,0,1,0
E0,2013,29mar2014,Arsenal,Man City,1,1,1,1
E0,2013,29mar2014,Stoke,Hull,3,0,1,0
E0,2013,29mar2014,Man United,Aston Villa,3,0,4,1
E0,2013,29mar2014,West Brom,Cardiff,1,1,3,3
E0,2013,30mar2014,Liverpool,Tottenham,3,0,4,0
E0,2013,30mar2014,Fulham,Everton,0,3,1,3
E0,2013,31mar2014,Sunderland,West Ham,0,3,1,2
E0,2013,05apr2014,Newcastle,Man United,0,3,0,4
E0,2013,05apr2014,Chelsea,Stoke,3,0,3,0
E0,2013,05apr2014,Cardiff,Crystal Palace,0,3,0,3
E0,2013,05apr2014,Aston Villa,Fulham,0,3,1,2
E0,2013,05apr2014,Man City,Southampton,3,0,4,1
E0,2013,05apr2014,Hull,Swansea,3,0,1,0
E0,2013,05apr2014,Norwich,West Brom,0,3,0,1
E0,2013,06apr2014,West Ham,Liverpool,0,3,1,2
E0,2013,06apr2014,Everton,Arsenal,3,0,3,0
E0,2013,07apr2014,Tottenham,Sunderland,3,0,5,1
E0,2013,12apr2014,Sunderland,Everton,0,3,0,1
E0,2013,12apr2014,West Brom,Tottenham,1,1,3,3
E0,2013,12apr2014,Southampton,Cardiff,0,3,0,1
E0,2013,12apr2014,Fulham,Norwich,3,0,1,0
E0,2013,12apr2014,Crystal Palace,Aston Villa,3,0,1,0
E0,2013,12apr2014,Stoke,Newcastle,3,0,1,0
E0,2013,13apr2014,Swansea,Chelsea,0,3,0,1
E0,2013,13apr2014,Liverpool,Man City,3,0,3,2
E0,2013,15apr2014,Arsenal,West Ham,3,0,3,1
E0,2013,16apr2014,Man City,Sunderland,1,1,2,2
E0,2013,16apr2014,Everton,Crystal Palace,0,3,2,3
E0,2013,19apr2014,Newcastle,Swansea,0,3,1,2
E0,2013,19apr2014,Chelsea,Sunderland,0,3,1,2
E0,2013,19apr2014,West Ham,Crystal Palace,0,3,0,1
E0,2013,19apr2014,Cardiff,Stoke,1,1,1,1
E0,2013,19apr2014,Tottenham,Fulham,3,0,3,1
E0,2013,19apr2014,Aston Villa,Southampton,1,1,0,0
E0,2013,20apr2014,Everton,Man United,3,0,2,0
E0,2013,20apr2014,Norwich,Liverpool,0,3,2,3
E0,2013,20apr2014,Hull,Arsenal,0,3,0,3
E0,2013,21apr2014,Man City,West Brom,3,0,3,1
E0,2013,26apr2014,Fulham,Hull,1,1,2,2
E0,2013,26apr2014,Stoke,Tottenham,0,3,0,1
E0,2013,26apr2014,West Brom,West Ham,3,0,1,0
E0,2013,26apr2014,Swansea,Aston Villa,3,0,4,1
E0,2013,26apr2014,Southampton,Everton,3,0,2,0
E0,2013,26apr2014,Man United,Norwich,3,0,4,0
E0,2013,27apr2014,Liverpool,Chelsea,0,3,0,2
E0,2013,27apr2014,Crystal Palace,Man City,0,3,0,2
E0,2013,27apr2014,Sunderland,Cardiff,3,0,4,0
E0,2013,28apr2014,Arsenal,Newcastle,3,0,3,0
E0,2013,03may2014,Everton,Man City,0,3,2,3
E0,2013,03may2014,Man United,Sunderland,0,3,0,1
E0,2013,03may2014,West Ham,Tottenham,3,0,2,0
E0,2013,03may2014,Newcastle,Cardiff,3,0,3,0
E0,2013,03may2014,Aston Villa,Hull,3,0,3,1
E0,2013,03may2014,Stoke,Fulham,3,0,4,1
E0,2013,03may2014,Swansea,Southampton,0,3,0,1
E0,2013,04may2014,Chelsea,Norwich,1,1,0,0
E0,2013,04may2014,Arsenal,West Brom,3,0,1,0
E0,2013,05may2014,Crystal Palace,Liverpool,1,1,3,3
E0,2013,06may2014,Man United,Hull,3,0,3,1
E0,2013,07may2014,Sunderland,West Brom,3,0,2,0
E0,2013,07may2014,Man City,Aston Villa,3,0,4,0
E0,2013,11may2014,Tottenham,Aston Villa,3,0,3,0
E0,2013,11may2014,Fulham,Crystal Palace,1,1,2,2
E0,2013,11may2014,Sunderland,Swansea,0,3,1,3
E0,2013,11may2014,Hull,Everton,0,3,0,2
E0,2013,11may2014,Cardiff,Chelsea,0,3,1,2
E0,2013,11may2014,Southampton,Man United,1,1,1,1
E0,2013,11may2014,Norwich,Arsenal,0,3,0,2
E0,2013,11may2014,Liverpool,Newcastle,3,0,2,1
E0,2013,11may2014,Man City,West Ham,3,0,2,0
E0,2013,11may2014,West Brom,Stoke,0,3,1,2
E0,2014,16aug2014,Arsenal,Crystal Palace,3,0,2,1
E0,2014,16aug2014,Leicester,Everton,1,1,2,2
E0,2014,16aug2014,Man United,Swansea,0,3,1,2
E0,2014,16aug2014,Stoke,Aston Villa,0,3,0,1
E0,2014,16aug2014,West Brom,Sunderland,1,1,2,2
E0,2014,16aug2014,West Ham,Tottenham,0,3,0,1
E0,2014,16aug2014,QPR,Hull,0,3,0,1
E0,2014,17aug2014,Newcastle,Man City,0,3,0,2
E0,2014,17aug2014,Liverpool,Southampton,3,0,2,1
E0,2014,18aug2014,Burnley,Chelsea,0,3,1,3
E0,2014,23aug2014,Southampton,West Brom,1,1,0,0
E0,2014,23aug2014,Swansea,Burnley,3,0,1,0
E0,2014,23aug2014,Everton,Arsenal,1,1,2,2
E0,2014,23aug2014,Chelsea,Leicester,3,0,2,0
E0,2014,23aug2014,Aston Villa,Newcastle,1,1,0,0
E0,2014,23aug2014,Crystal Palace,West Ham,0,3,1,3
E0,2014,24aug2014,Tottenham,QPR,3,0,4,0
E0,2014,24aug2014,Sunderland,Man United,1,1,1,1
E0,2014,24aug2014,Hull,Stoke,1,1,1,1
E0,2014,25aug2014,Man City,Liverpool,3,0,3,1
E0,2014,30aug2014,Newcastle,Crystal Palace,1,1,3,3
E0,2014,30aug2014,Man City,Stoke,0,3,0,1
E0,2014,30aug2014,Swansea,West Brom,3,0,3,0
E0,2014,30aug2014,Burnley,Man United,1,1,0,0
E0,2014,30aug2014,Everton,Chelsea,0,3,3,6
E0,2014,30aug2014,QPR,Sunderland,3,0,1,0
E0,2014,30aug2014,West Ham,Southampton,0,3,1,3
E0,2014,31aug2014,Aston Villa,Hull,3,0,2,1
E0,2014,31aug2014,Leicester,Arsenal,1,1,1,1
E0,2014,31aug2014,Tottenham,Liverpool,0,3,0,3
E0,2014,13sep2014,Liverpool,Aston Villa,0,3,0,1
E0,2014,13sep2014,Stoke,Leicester,0,3,0,1
E0,2014,13sep2014,West Brom,Everton,0,3,0,2
E0,2014,13sep2014,Arsenal,Man City,1,1,2,2
E0,2014,13sep2014,Crystal Palace,Burnley,1,1,0,0
E0,2014,13sep2014,Sunderland,Tottenham,1,1,2,2
E0,2014,13sep2014,Chelsea,Swansea,3,0,4,2
E0,2014,13sep2014,Southampton,Newcastle,3,0,4,0
E0,2014,14sep2014,Man United,QPR,3,0,4,0
E0,2014,15sep2014,Hull,West Ham,1,1,2,2
E0,2014,20sep2014,Burnley,Sunderland,1,1,0,0
E0,2014,20sep2014,Newcastle,Hull,1,1,2,2
E0,2014,20sep2014,West Ham,Liverpool,3,0,3,1
E0,2014,20sep2014,Aston Villa,Arsenal,0,3,0,3
E0,2014,20sep2014,QPR,Stoke,1,1,2,2
E0,2014,20sep2014,Swansea,Southampton,0,3,0,1
E0,2014,21sep2014,Leicester,Man United,3,0,5,3
E0,2014,21sep2014,Man City,Chelsea,1,1,1,1
E0,2014,21sep2014,Everton,Crystal Palace,0,3,2,3
E0,2014,21sep2014,Tottenham,West Brom,0,3,0,1
E0,2014,27sep2014,Man United,West Ham,3,0,2,1
E0,2014,27sep2014,Southampton,QPR,3,0,2,1
E0,2014,27sep2014,Hull,Man City,0,3,2,4
E0,2014,27sep2014,Chelsea,Aston Villa,3,0,3,0
E0,2014,27sep2014,Crystal Palace,Leicester,3,0,2,0
E0,2014,27sep2014,Liverpool,Everton,1,1,1,1
E0,2014,27sep2014,Arsenal,Tottenham,1,1,1,1
E0,2014,27sep2014,Sunderland,Swansea,1,1,0,0
E0,2014,28sep2014,West Brom,Burnley,3,0,4,0
E0,2014,29sep2014,Stoke,Newcastle,3,0,1,0
E0,2014,04oct2014,Aston Villa,Man City,0,3,0,2
E0,2014,04oct2014,Sunderland,Stoke,3,0,3,1
E0,2014,04oct2014,Swansea,Newcastle,1,1,2,2
E0,2014,04oct2014,Leicester,Burnley,1,1,2,2
E0,2014,04oct2014,Hull,Crystal Palace,3,0,2,0
E0,2014,04oct2014,Liverpool,West Brom,3,0,2,1
E0,2014,05oct2014,West Ham,QPR,3,0,2,0
E0,2014,05oct2014,Tottenham,Southampton,3,0,1,0
E0,2014,05oct2014,Chelsea,Arsenal,3,0,2,0
E0,2014,05oct2014,Man United,Everton,3,0,2,1
E0,2014,18oct2014,Burnley,West Ham,0,3,1,3
E0,2014,18oct2014,Crystal Palace,Chelsea,0,3,1,2
E0,2014,18oct2014,Everton,Aston Villa,3,0,3,0
E0,2014,18oct2014,Southampton,Sunderland,3,0,8,0
E0,2014,18oct2014,Man City,Tottenham,3,0,4,1
E0,2014,18oct2014,Newcastle,Leicester,3,0,1,0
E0,2014,18oct2014,Arsenal,Hull,1,1,2,2
E0,2014,19oct2014,Stoke,Swansea,3,0,2,1
E0,2014,19oct2014,QPR,Liverpool,0,3,2,3
E0,2014,20oct2014,West Brom,Man United,1,1,2,2
E0,2014,25oct2014,West Brom,Crystal Palace,1,1,2,2
E0,2014,25oct2014,Liverpool,Hull,1,1,0,0
E0,2014,25oct2014,Sunderland,Arsenal,0,3,0,2
E0,2014,25oct2014,West Ham,Man City,3,0,2,1
E0,2014,25oct2014,Southampton,Stoke,3,0,1,0
E0,2014,25oct2014,Swansea,Leicester,3,0,2,0
E0,2014,26oct2014,Tottenham,Newcastle,0,3,1,2
E0,2014,26oct2014,Man United,Chelsea,1,1,1,1
E0,2014,26oct2014,Burnley,Everton,0,3,1,3
E0,2014,27oct2014,QPR,Aston Villa,3,0,2,0
E0,2014,01nov2014,Chelsea,QPR,3,0,2,1
E0,2014,01nov2014,Newcastle,Liverpool,3,0,1,0
E0,2014,01nov2014,Leicester,West Brom,0,3,0,1
E0,2014,01nov2014,Arsenal,Burnley,3,0,3,0
E0,2014,01nov2014,Hull,Southampton,0,3,0,1
E0,2014,01nov2014,Stoke,West Ham,1,1,2,2
E0,2014,01nov2014,Everton,Swansea,1,1,0,0
E0,2014,02nov2014,Aston Villa,Tottenham,0,3,1,2
E0,2014,02nov2014,Man City,Man United,3,0,1,0
E0,2014,03nov2014,Crystal Palace,Sunderland,0,3,1,3
E0,2014,08nov2014,QPR,Man City,1,1,2,2
E0,2014,08nov2014,Man United,Crystal Palace,3,0,1,0
E0,2014,08nov2014,Burnley,Hull,3,0,1,0
E0,2014,08nov2014,Liverpool,Chelsea,0,3,1,2
E0,2014,08nov2014,West Ham,Aston Villa,1,1,0,0
E0,2014,08nov2014,Southampton,Leicester,3,0,2,0
E0,2014,09nov2014,Sunderland,Everton,1,1,1,1
E0,2014,09nov2014,Swansea,Arsenal,3,0,2,1
E0,2014,09nov2014,Tottenham,Stoke,0,3,1,2
E0,2014,09nov2014,West Brom,Newcastle,0,3,0,2
E0,2014,22nov2014,Arsenal,Man United,0,3,1,2
E0,2014,22nov2014,Everton,West Ham,3,0,2,1
E0,2014,22nov2014,Newcastle,QPR,3,0,1,0
E0,2014,22nov2014,Chelsea,West Brom,3,0,2,0
E0,2014,22nov2014,Stoke,Burnley,0,3,1,2
E0,2014,22nov2014,Leicester,Sunderland,1,1,0,0
E0,2014,22nov2014,Man City,Swansea,3,0,2,1
E0,2014,23nov2014,Crystal Palace,Liverpool,3,0,3,1
E0,2014,23nov2014,Hull,Tottenham,0,3,1,2
E0,2014,24nov2014,Aston Villa,Southampton,1,1,1,1
E0,2014,29nov2014,Burnley,Aston Villa,1,1,1,1
E0,2014,29nov2014,QPR,Leicester,3,0,3,2
E0,2014,29nov2014,Man United,Hull,3,0,3,0
E0,2014,29nov2014,Liverpool,Stoke,3,0,1,0
E0,2014,29nov2014,West Ham,Newcastle,3,0,1,0
E0,2014,29nov2014,West Brom,Arsenal,0,3,0,1
E0,2014,29nov2014,Swansea,Crystal Palace,1,1,1,1
E0,2014,29nov2014,Sunderland,Chelsea,1,1,0,0
E0,2014,30nov2014,Southampton,Man City,0,3,0,3
E0,2014,30nov2014,Tottenham,Everton,3,0,2,1
E0,2014,02dec2014,Burnley,Newcastle,1,1,1,1
E0,2014,02dec2014,Man United,Stoke,3,0,2,1
E0,2014,02dec2014,West Brom,West Ham,0,3,1,2
E0,2014,02dec2014,Swansea,QPR,3,0,2,0
E0,2014,02dec2014,Crystal Palace,Aston Villa,0,3,0,1
E0,2014,02dec2014,Leicester,Liverpool,0,3,1,3
E0,2014,03dec2014,Arsenal,Southampton,3,0,1,0
E0,2014,03dec2014,Chelsea,Tottenham,3,0,3,0
E0,2014,03dec2014,Sunderland,Man City,0,3,1,4
E0,2014,03dec2014,Everton,Hull,1,1,1,1
E0,2014,06dec2014,Hull,West Brom,1,1,0,0
E0,2014,06dec2014,Stoke,Arsenal,3,0,3,2
E0,2014,06dec2014,Liverpool,Sunderland,1,1,0,0
E0,2014,06dec2014,Man City,Everton,3,0,1,0
E0,2014,06dec2014,Tottenham,Crystal Palace,1,1,0,0
E0,2014,06dec2014,QPR,Burnley,3,0,2,0
E0,2014,06dec2014,Newcastle,Chelsea,3,0,2,1
E0,2014,07dec2014,West Ham,Swansea,3,0,3,1
E0,2014,07dec2014,Aston Villa,Leicester,3,0,2,1
E0,2014,08dec2014,Southampton,Man United,0,3,1,2
E0,2014,13dec2014,Sunderland,West Ham,1,1,1,1
E0,2014,13dec2014,Chelsea,Hull,3,0,2,0
E0,2014,13dec2014,West Brom,Aston Villa,3,0,1,0
E0,2014,13dec2014,Leicester,Man City,0,3,0,1
E0,2014,13dec2014,Burnley,Southampton,3,0,1,0
E0,2014,13dec2014,Arsenal,Newcastle,3,0,4,1
E0,2014,13dec2014,Crystal Palace,Stoke,1,1,1,1
E0,2014,14dec2014,Man United,Liverpool,3,0,3,0
E0,2014,14dec2014,Swansea,Tottenham,0,3,1,2
E0,2014,15dec2014,Everton,QPR,3,0,3,1
E0,2014,20dec2014,Tottenham,Burnley,3,0,2,1
E0,2014,20dec2014,Southampton,Everton,3,0,3,0
E0,2014,20dec2014,Aston Villa,Man United,1,1,1,1
E0,2014,20dec2014,Hull,Swansea,0,3,0,1
E0,2014,20dec2014,QPR,West Brom,3,0,3,2
E0,2014,20dec2014,Man City,Crystal Palace,3,0,3,0
E0,2014,20dec2014,West Ham,Leicester,3,0,2,0
E0,2014,21dec2014,Liverpool,Arsenal,1,1,2,2
E0,2014,21dec2014,Newcastle,Sunderland,0,3,0,1
E0,2014,22dec2014,Stoke,Chelsea,0,3,0,2
E0,2014,26dec2014,Arsenal,QPR,3,0,2,1
E0,2014,26dec2014,Everton,Stoke,0,3,0,1
E0,2014,26dec2014,Burnley,Liverpool,0,3,0,1
E0,2014,26dec2014,Chelsea,West Ham,3,0,2,0
E0,2014,26dec2014,Leicester,Tottenham,0,3,1,2
E0,2014,26dec2014,Man United,Newcastle,3,0,3,1
E0,2014,26dec2014,West Brom,Man City,0,3,1,3
E0,2014,26dec2014,Sunderland,Hull,0,3,1,3
E0,2014,26dec2014,Crystal Palace,Southampton,0,3,1,3
E0,2014,26dec2014,Swansea,Aston Villa,3,0,1,0
E0,2014,28dec2014,Hull,Leicester,0,3,0,1
E0,2014,28dec2014,Man City,Burnley,1,1,2,2
E0,2014,28dec2014,Aston Villa,Sunderland,1,1,0,0
E0,2014,28dec2014,West Ham,Arsenal,0,3,1,2
E0,2014,28dec2014,Southampton,Chelsea,1,1,1,1
E0,2014,28dec2014,QPR,Crystal Palace,1,1,0,0
E0,2014,28dec2014,Newcastle,Everton,3,0,3,2
E0,2014,28dec2014,Stoke,West Brom,3,0,2,0
E0,2014,28dec2014,Tottenham,Man United,1,1,0,0
E0,2014,29dec2014,Liverpool,Swansea,3,0,4,1
E0,2014,01jan2015,Aston Villa,Crystal Palace,1,1,0,0
E0,2014,01jan2015,QPR,Swansea,1,1,1,1
E0,2014,01jan2015,Hull,Everton,3,0,2,0
E0,2014,01jan2015,Southampton,Arsenal,3,0,2,0
E0,2014,01jan2015,Liverpool,Leicester,1,1,2,2
E0,2014,01jan2015,Man City,Sunderland,3,0,3,2
E0,2014,01jan2015,Tottenham,Chelsea,3,0,5,3
E0,2014,01jan2015,Newcastle,Burnley,1,1,3,3
E0,2014,01jan2015,Stoke,Man United,1,1,1,1
E0,2014,01jan2015,West Ham,West Brom,1,1,1,1
E0,2014,10jan2015,Everton,Man City,1,1,1,1
E0,2014,10jan2015,West Brom,Hull,3,0,1,0
E0,2014,10jan2015,Swansea,West Ham,1,1,1,1
E0,2014,10jan2015,Crystal Palace,Tottenham,3,0,2,1
E0,2014,10jan2015,Leicester,Aston Villa,3,0,1,0
E0,2014,10jan2015,Chelsea,Newcastle,3,0,2,0
E0,2014,10jan2015,Burnley,QPR,3,0,2,1
E0,2014,10jan2015,Sunderland,Liverpool,0,3,0,1
E0,2014,11jan2015,Man United,Southampton,0,3,0,1
E0,2014,11jan2015,Arsenal,Stoke,3,0,3,0
E0,2014,17jan2015,Tottenham,Sunderland,3,0,2,1
E0,2014,17jan2015,Leicester,Stoke,0,3,0,1
E0,2014,17jan2015,Burnley,Crystal Palace,0,3,2,3
E0,2014,17jan2015,Swansea,Chelsea,0,3,0,5
E0,2014,17jan2015,Aston Villa,Liverpool,0,3,0,2
E0,2014,17jan2015,QPR,Man United,0,3,0,2
E0,2014,17jan2015,Newcastle,Southampton,0,3,1,2
E0,2014,18jan2015,Man City,Arsenal,0,3,0,2
E0,2014,18jan2015,West Ham,Hull,3,0,3,0
E0,2014,19jan2015,Everton,West Brom,1,1,0,0
E0,2014,31jan2015,Liverpool,West Ham,3,0,2,0
E0,2014,31jan2015,Hull,Newcastle,0,3,0,3
E0,2014,31jan2015,Stoke,QPR,3,0,3,1
E0,2014,31jan2015,West Brom,Tottenham,0,3,0,3
E0,2014,31jan2015,Chelsea,Man City,1,1,1,1
E0,2014,31jan2015,Sunderland,Burnley,3,0,2,0
E0,2014,31jan2015,Crystal Palace,Everton,0,3,0,1
E0,2014,31jan2015,Man United,Leicester,3,0,3,1
E0,2014,01feb2015,Southampton,Swansea,0,3,0,1
E0,2014,01feb2015,Arsenal,Aston Villa,3,0,5,0
E0,2014,07feb2015,Leicester,Crystal Palace,0,3,0,1
E0,2014,07feb2015,Everton,Liverpool,1,1,0,0
E0,2014,07feb2015,Aston Villa,Chelsea,0,3,1,2
E0,2014,07feb2015,Tottenham,Arsenal,3,0,2,1
E0,2014,07feb2015,Man City,Hull,1,1,1,1
E0,2014,07feb2015,Swansea,Sunderland,1,1,1,1
E0,2014,07feb2015,QPR,Southampton,0,3,0,1
E0,2014,08feb2015,Newcastle,Stoke,1,1,1,1
E0,2014,08feb2015,West Ham,Man United,1,1,1,1
E0,2014,08feb2015,Burnley,West Brom,1,1,2,2
E0,2014,10feb2015,Liverpool,Tottenham,3,0,3,2
E0,2014,10feb2015,Arsenal,Leicester,3,0,2,1
E0,2014,10feb2015,Hull,Aston Villa,3,0,2,0
E0,2014,10feb2015,Sunderland,QPR,0,3,0,2
E0,2014,11feb2015,Chelsea,Everton,3,0,1,0
E0,2014,11feb2015,Man United,Burnley,3,0,3,1
E0,2014,11feb2015,West Brom,Swansea,3,0,2,0
E0,2014,11feb2015,Crystal Palace,Newcastle,1,1,1,1
E0,2014,11feb2015,Southampton,West Ham,1,1,0,0
E0,2014,11feb2015,Stoke,Man City,0,3,1,4
E0,2014,21feb2015,Sunderland,West Brom,1,1,0,0
E0,2014,21feb2015,Crystal Palace,Arsenal,0,3,1,2
E0,2014,21feb2015,Chelsea,Burnley,1,1,1,1
E0,2014,21feb2015,Man City,Newcastle,3,0,5,0
E0,2014,21feb2015,Aston Villa,Stoke,0,3,1,2
E0,2014,21feb2015,Hull,QPR,3,0,2,1
E0,2014,21feb2015,Swansea,Man United,3,0,2,1
E0,2014,22feb2015,Everton,Leicester,1,1,2,2
E0,2014,22feb2015,Tottenham,West Ham,1,1,2,2
E0,2014,22feb2015,Southampton,Liverpool,0,3,0,2
E0,2014,28feb2015,Newcastle,Aston Villa,3,0,1,0
E0,2014,28feb2015,West Brom,Southampton,3,0,1,0
E0,2014,28feb2015,Burnley,Swansea,0,3,0,1
E0,2014,28feb2015,Stoke,Hull,3,0,1,0
E0,2014,28feb2015,Man United,Sunderland,3,0,2,0
E0,2014,28feb2015,West Ham,Crystal Palace,0,3,1,3
E0,2014,01mar2015,Liverpool,Man City,3,0,2,1
E0,2014,01mar2015,Arsenal,Everton,3,0,2,0
E0,2014,03mar2015,Aston Villa,West Brom,3,0,2,1
E0,2014,03mar2015,Hull,Sunderland,1,1,1,1
E0,2014,03mar2015,Southampton,Crystal Palace,3,0,1,0
E0,2014,04mar2015,Man City,Leicester,3,0,2,0
E0,2014,04mar2015,Tottenham,Swansea,3,0,3,2
E0,2014,04mar2015,Liverpool,Burnley,3,0,2,0
E0,2014,04mar2015,Newcastle,Man United,0,3,0,1
E0,2014,04mar2015,West Ham,Chelsea,0,3,0,1
E0,2014,04mar2015,Stoke,Everton,3,0,2,0
E0,2014,04mar2015,QPR,Arsenal,0,3,1,2
E0,2014,07mar2015,QPR,Tottenham,0,3,1,2
E0,2014,14mar2015,West Brom,Stoke,3,0,1,0
E0,2014,14mar2015,Leicester,Hull,1,1,0,0
E0,2014,14mar2015,Sunderland,Aston Villa,0,3,0,4
E0,2014,14mar2015,Arsenal,West Ham,3,0,3,0
E0,2014,14mar2015,Burnley,Man City,3,0,1,0
E0,2014,14mar2015,Crystal Palace,QPR,3,0,3,1
E0,2014,15mar2015,Everton,Newcastle,3,0,3,0
E0,2014,15mar2015,Man United,Tottenham,3,0,3,0
